,Text
311,"Reminder: this is one of the best things ever on fintwit. You need to know the ""real"" trade you are in. https://t.co/MJpCjEQUmZ"
312,it will come back up https://t.co/FvuxaaDzTR
313,$TWTR long thesis https://t.co/gIRFDHKwn1
314,$PIRRQ fka $PIR with exec final dates in an 8-K this afternoon https://t.co/e8HBwCPep1
315,@nuggy5 thanks for flagging
316,The American Eater Wins Again https://t.co/5pE90bGME3
317,RT @BankruptcyData: $HTZ welcome to our top 25 https://t.co/MBdO2h63en
318,RT @CheeseburgerCap: Oh boy. $HTZ https://t.co/iRSE2AtaVZ
319,hey @federalreserve are Dodge Darts eligible under any of the asset purchase programs? https://t.co/ZNzUa78YwZ
320,now filed https://t.co/uG43NESQPA
321,RT @BankruptcyData: Hertz $HTZ bankruptcy filed in DE (officially)
322,RT @BarbarianCap: fintwit on Friday nights discussing which multi-bn manager is overrated https://t.co/I9M15k9zp2
323,"$TWTR is a town square, a school, a newsroom, a confessional, a hangout, a commerce platform, an investment team, a… https://t.co/AV3hxQz222"
324,one day $TWTR will monetize a % of the value created on the platform. https://t.co/A0fxQfmbR7
325,"@moseskagan @LAForeverHall the utility generated by this tool is incredible. As a long-time bagholder, I think even… https://t.co/3cm5NNSStm"
326,RT @TrumpWarRoom: DEAD https://t.co/ioWUJtI5ee
327,"RT @PlainSite: This is truly incredible. It would appear that thanks to COVID-19, more than 43,000 Robinhood investors now own $HTZ, a comp…"
328,RT @themoko: Chuckling as I imagine some engineers going remote and making $$ working two big tech jobs at once without anyone finding out.
329,@Post_Market checking if mcnally is a boomer
330,"RT @zebulgar: my mom a decade ago: i cant believe you’re considering leaving mit for this crazy thiel guy’s fellowship

now: i cant believe…"
331,"RT @NickatFP: Alright team it's friday night you know the drill, we read twenty 10k's, two philosophy books, and then cry because value inv…"
332,"RT @iamstacetheace: An estimated $7.4 billion in rent for April hasn’t been paid, or about 45% of what’s owed, according to data analyzed b…"
333,RT @depsebastian: From ⁦@gladstonea⁩ and ⁦@CaraRLombardo⁩: Hertz’s bankruptcy could come as soon as tonight. It would make Hertz one of the…
334,"RT @obstaclecap: @BarbarianCap Waiting for the mouse-panda chimera. Oh, wait."
335,The American Eater Wins Again https://t.co/zXjO1DUsP2
336,What could go wrong https://t.co/qkj1Yc6aTw
337,@FatTailCapital always in fashion https://t.co/hrNJi2SiMW
338,"@Judahe good line, I might use it"
339,** $MCD $UBER lose $5 billion in aggregate market cap after twitter troll BarbarianCap complains about soggy fries… https://t.co/LERcL6WZkh
340,@Judahe the Am Eater is recovering slowly
341,"LIstened to the recording today. REIT CEO, industrial hygiene guru, ICR, Naz head of RE... interesting pts (ie bldg… https://t.co/XSj5o0n8rk"
342,when do I get mentioned on BBG? https://t.co/G53BrZuCka
343,"RT @mentalmodelcap: ummm are we serious bbg? this website is free $TWTR
$ESTC https://t.co/0gjMGO6J5W"
344,Cliff declaring Round 1 victory (consistent with my poll results). https://t.co/fUmeJIbO4l
345,"RT @CasinoCapital: Random list of profitable tech company P/E's ... spot the odd one out. 

$ZM      1911
$CRM   1168
$ADSK    203
$APPF…"
346,@toad_spotted #firecarranza is the tag for these
347,"RT @toad_spotted: ""I'll close schools when 108,000 epidemiologists write me to close them,"" Richard Carranza, NYCDOE Chancellor, March 14,…"
348,"RT @ajb_powell: want to know the kind of companies ESG ETFs buy? well, it turns out the common denominator is ""ones that don't employ many…"
349,RT @CrowdedTradeCap: So far my experience with battleground stocks has been that they are generally not worth spending much time due to low…
350,"RT @NoonSixCap: JOHN GLASS, YOU MAGNIFICENT BASTARD - YOU'VE DONE IT AGAIN https://t.co/O4xirM22P5"
351,@JayIKyle @NoonSixCap he needs to re-post the legendary not a penne of earning re NDLS
352,good convo below on that other car stock https://t.co/DaOO1b0ku5
353,RT @JayIKyle: @NoonSixCap https://t.co/SQWLjIbKzy
354,@jclarkson203 thx for flagging
355,The American Eater Wins Again https://t.co/vAQmkCONYG
356,"RT @tracyalloway: Hertz may end up filing for bankruptcy before paying a single coupon on its bonds sold back in November, joining other 'n…"
357,"RT @jsmauro13: Super senior will never default...
CHF floor will never break...
Brexit will never happen...
Trump will never be President..…"
358,"RT @chamath: The most important implication of this permanent WFH movement are state income taxes.

The warm, sunny states with affordable…"
359,"RT @rubicon59: LOL:  University of California Will Stop Using SAT, ACT - WSJ https://t.co/J2NYcEP63g"
360,"Hello @TruthGundlach: given your standing in the investment community and fintwit, can you please referee the twitt… https://t.co/nfIbJKL90L"
361,"RT @Street_Insider: Redfin $RDFN Bringing Back 350 of 1,000 Furlough Employees on Real Estate Demand https://t.co/iDiOpk2bx3 https://t.co/G…"
362,RT @CGrantWSJ: I am in excruciating pain Jack https://t.co/OPStW2iYK8
363,"RT @zatapatique: Remote work as ways by corporate to drive down their one large input cost, who could have guessed? https://t.co/dpGiWksrdF"
364,the people want to know https://t.co/31qnr1IJ6P
365,"RT @DonutShorts: The rarely seen in the wild #NCAAbond may be making a comeback.

$HTZ 6s of 28

Priced 11/14/19 with a long first coupon.…"
366,surprised it took the industry this long... Big Tobacco has been talking about a tobacco vaccine for weeks https://t.co/AmYpExkdM2
367,"RT @valueterminal: A long time ago in a galaxy far, far away https://t.co/Ueig7AlcST https://t.co/5okCPXzNA5"
368,@fed_speak we've been eating meat for millions of years yet.. https://t.co/rNlRIkOpuR
369,"in the future, you will be able to automatically file a lawsuit through a wearable when you get scalded by the dron… https://t.co/hFIDhHGBlL"
370,"@jposhaughnessy if that big thing in NJ, The American Dream, is in the same stich, I will recycle the joke"
371,what is more American than a giant mall with the name Mall of America behind on some kind of payment? https://t.co/3Rd8nNvcoo
372,@LAForeverHall I am in the zero true fans category. It is nice tbh. Was tired of all the autograph requests and d*** pics in the DMs.
373,"@PinkPoloShorts crowding, leftist voter migrants, or global warming? I don't know. NYC will prob be worse across the board vs. now"
374,@MidwestHedgie organize a byndq group to go mark packages in their local stores for a national sample the way the e… https://t.co/XBwNs9bnMz
375,"RT @jposhaughnessy: ""There are 3 primary drivers of results in life:

1) Your luck (randomness). 
2) Your strategy (choices). 
3) Your acti…"
376,"@PinkPoloShorts if the upper %ile AGI migration to FL/TX/GA accelerates, do you need a summer house near a city you no longer live in?"
377,RT @EdBorgato: Banks with forbearance on 15%+ of their loans: https://t.co/NIohaXjwfP
378,"RT @trendwhizo: @JeffMacke @BarbarianCap $BJ
✔️40% new member growth = acceleration
✔️ Membership Fee Income @ record $80M
✔️ Capital alloc…"
379,@Baby_Buffet @Ben_Mackovak this is @sentieo doc search module
380,RT @BenjiBacker: Accurate? https://t.co/ToQC42ye6c
381,"RT @dangeiger79: From @TreppWire: ""Almost 7% of all private-label CMBS loans that have reported for May thus far are now with the special s…"
382,RT @Sentieo: Better Insights Through Better Visualizations with Sentieo’s Plotter &gt; our latest blog with many different charts on $RCL $CCL…
383,like there is an agenda of some sort cc @Mangan150 https://t.co/lvbs0N1U1L
384,@normonics thought about it but then (1) I have already used that joke a few times probably and (2) it is generally… https://t.co/xJB4flacwm
385,@makemoneycfa forgot about that one already
386,"stores reopening, mall shooting, navy base shooting.. things are coming back to normal"
387,"RT @DeItaOne: BEST BUY CFO -IN THE FIRST 2 WEEKS OF Q2, WE HAVE RETAINED APPROXIMATELY 95% OF SALES COMPARED TO LAST YEAR -CONF CALL
$BBY"
388,"""Begins Reopening Stores Worldwide"" &gt; partial headline from the $TJX release just feels good"
389,"RT @Retail_Guru: $TJX sounds incredibly bullish. As they should be, given sales are up Y/Y in re-opened stores across all their countries.…"
390,RT @Street_Insider: Starbucks $SBUX regained about 60-65 percent of prior year comparable U.S. store sales https://t.co/Vekphmrk03 https://…
391,"RT @StaceyRetail: #macys stores opened down 50% (better than expected) while #tjmaxx initial re-openings have been ""above last year’s sales…"
392,"Good morning @nntaleb and @CliffordAsness, and, as a $TWTR shareholder, thank you for the great content in the last… https://t.co/lo8ALO3To6"
393,@glenntongue done
394,Who won Day 1? (poll)
395,"RT @JeffMacke: $BJ up 5% on insane numbers. 

BJ’s is one of the “haves”. Not great but clean and ready to pounce after being shorn of all…"
396,RT @CGrantWSJ: #ESG https://t.co/wiOng9wtPd
397,RT @IngrahamAngle: Bet relatives of the seniors who died due to the NY recklessness really appreciate their feeble attempt at humor. https:…
398,"RT @Steve_Sailer: Or maybe this novel coronavirus presents a novel situation which even, and sometimes especially, The Experts have badly m…"
399,Day 2 https://t.co/oVi8TLNbXH
400,Global Capital just published an in-depth Q&amp;A with me. They included some of my more fun quotes. There was a throwa… https://t.co/Yt8ZKApDHb
401,"Interesting new report on $GSX from Scorpio. Found VAT discrepancies that often indicate fraud, interest income iss… https://t.co/AUSJfbC9oU"
402,In this interview I explain why Holding Foreign Companies Accountable Act is very fair to PRC government (no mentio… https://t.co/zhZh75boRi
403,Or maybe China could cease being a rogue state when it comes to capital markets? Apparently it can’t. Why is that??… https://t.co/OmPCGMsvmw
404,@JesseLi48096164 @WallStCynic @Carson_C_Block It treats $GSX as though it’s a real business. It’s not. This isn’t a… https://t.co/QFHmZrux9I
405,"RT @lukedepulford: BREAKING: 198 legislators from 23 countries condemn Beijing's actions in Hong Kong; vow to #StandWithHongKong 

Includin…"
406,@HFBondsTrader At the risk of sounding too self-promotional: FUDdy Waters
407,@elonmusk @flcnhvy @jayleno Isn’t Franz the guy who shattered the “bulletproof” windows? Will it protect against everybody beside Franz?
408,@WolfpackReports Dan David for Congress 2022???
409,This seems highly likely https://t.co/PHxYWoFbqi
410,"@eisingerj Come on, Jesse, that’s no reason to doubt that the company he chairs will save the world economy, is it?… https://t.co/CR97jsr4kZ"
411,RT @MariaBartiromo: Listing Chinese companies on US exchanges hurts individual investors: Muddy Waters Capital CIO https://t.co/KlnbwPoNRp…
412,@herbgreenberg @SinnenWerner @FD @adambsterling @FrankPartnoy @dianabhenriques @WallStCynic Glancing at Mr. Sinner’… https://t.co/u6wwuXtQiD
413,"Sometimes to be crooked, you have to draw a straight line $GSX https://t.co/KGJ0avwg4x"
414,Looking forward to talking China fraud and listing policy with you tomorrow at 8:30 am EDT. https://t.co/7C4t97nxQq
415,Not true - unfortunately Russia is plagued by faulty windows. https://t.co/ahQLwqV9Z8
416,@BRICBreaker Steve and I had a fun debate in 2011 on China at a BBerg event. I think he felt slighted I was up ther… https://t.co/wVCxKd6mci
417,cc: @POTUS @marcorubio @KingJames @SpeakerPelosi @NBA
418,"By listing in the U.S., these companies have ready access to U.S. retail investors’ money, and so long as China eff… https://t.co/8LZQbVbfbO"
419,"After a decade of pounding the tables on the issue of China companies defrauding U.S. investors, we are encouraged… https://t.co/CRngnV4wUI"
420,"Chairman Chen, I admire what you did w/ $GSX just now upon my Tweet. Keep incinerating your lenders’ money. The wal… https://t.co/2KdvlPaQ41"
421,"MW has read the response by near-total fraud $GSX. Like all 7 of our fraud de-listings, GSX claims we “don’t unders… https://t.co/n5YbrpUjzS"
422,RT @GMTResearch: GSX Techedu $GSX is the 6th Asian company to be targeted by 3 short-sellers in the last 15 years. Does not bode well. http…
423,"RT @WolfpackReports: $IQ Earnings call is a complete farce. No questions for US investors or US investment banks...seriously, not taking qu…"
424,"RT @YahooFinance: Highlight: @muddywatersre Founder and CIO @carson_c_block on why he's shorting $GSX: ""Calling GSX a company is arguably a…"
425,@BondHack @silasfelixbrown OMG! Didn’t know Casino had issued a Scheisse bond.
426,I’ll be on @PowerLunch today at ~2:30 pm EDT discussing the massive $GSX fraud.
427,"Chairman Chen has pledged at least $318 million of $GSX shares. The lender is Credit Suisse, which was a significan… https://t.co/XDxA1EOz3L"
428,We suspect at least 80% of $GSX revenue is fake – quite possibly 90%+. We conclude the company loses significant mo… https://t.co/wIwTTVRIPb
429,MW is short $GSX because it is a massive fraud – a Zero. GSX’s own user data for 200 paid classes shows patterns in… https://t.co/000jRs6itY
430,"It's coming. And the answer is ""Big Time"""
431,I read that in the FT. I thought it was the buried lead of the centu... No wait... Day. https://t.co/UUZtiC2wMg
432,@mktoperative I can see how she could make a man want to throw his mask on the floor.
433,There were TWO binders full of how to respond to a pandemic??? The only explanation for where we are today must be… https://t.co/hZfC1YrAys
434,@EvanMoyle @karaswisher @elonmusk I'm a former attorney. I highly doubt that it was unconstitutional.
435,"@karaswisher When we look around at how the rule of law is crumbling in America, a mildly critical column like this… https://t.co/2XnSaWmQDS"
